,orderID,symbol,volume,action,executionPrice,executionDate,brokerLoan,requestMargin,closePrice,closeDate,profit,comment,closed,equity
19,22106347016826468534,EUR.USD,0.1,short,1.11631,2020-01-03 10:39:00,10790.996666666666,372.1033333333333,1.11593,2020-01-03 10:48:00,3.7999999999981924,,True,100030.29999999999
20,81420583101616337187,EUR.USD,0.1,long,1.11594,2020-01-03 10:49:00,10787.42,371.97999999999996,1.11577,2020-01-03 10:51:00,-1.7000000000011255,,True,100028.59999999999
21,95254702313736424891,EUR.USD,0.1,short,1.11598,2020-01-03 10:52:00,10787.806666666665,371.9933333333333,1.11633,2020-01-03 10:59:00,-3.5000000000023306,,True,100025.09999999999
22,92082268842104300052,EUR.USD,0.1,long,1.11649,2020-01-03 11:00:00,10792.736666666666,372.1633333333333,1.11715,2020-01-03 11:51:00,6.600000000000932,,True,100031.7
23,36313668054408269376,EUR.USD,0.1,short,1.11737,2020-01-03 11:52:00,10801.243333333332,372.45666666666665,1.11732,2020-01-03 12:51:00,0.4999999999978968,,True,100032.2
24,80439615910164718189,EUR.USD,0.1,long,1.11732,2020-01-03 12:52:00,10800.76,372.44,1.117,2020-01-03 13:25:00,-3.200000000000216,,True,100029.0
25,50216594410033333744,EUR.USD,0.1,short,1.11701,2020-01-03 13:26:00,10797.763333333334,372.3366666666667,1.11634,2020-01-03 14:49:00,6.699999999999477,,True,100035.7
26,70672385071036207661,EUR.USD,0.1,long,1.11631,2020-01-03 14:50:00,10790.996666666666,372.1033333333333,1.11639,2020-01-03 15:16:00,0.8000000000003524,,True,100036.5
27,26083094123250624571,EUR.USD,0.1,short,1.11638,2020-01-03 15:17:00,10791.673333333332,372.12666666666667,1.11615,2020-01-03 16:04:00,2.2999999999989313,,True,100038.8
28,36327511424276278172,EUR.USD,0.1,long,1.11616,2020-01-03 16:05:00,10789.546666666667,372.05333333333334,1.11588,2020-01-03 16:11:00,-2.7999999999993292,,True,100036.0
29,51748332206722295204,EUR.USD,0.1,short,1.11588,2020-01-03 16:12:00,10786.84,371.96,1.11598,2020-01-03 16:33:00,-1.0000000000009663,,True,100035.0
30,58079829821864528288,EUR.USD,0.1,long,1.11598,2020-01-03 16:34:00,10787.806666666665,371.9933333333333,1.1157,2020-01-03 16:45:00,-2.799999999998761,,True,100032.19999999998
31,90541281451595281876,EUR.USD,0.1,short,1.11572,2020-01-03 16:46:00,10785.293333333335,371.9066666666667,1.11667,2020-01-03 17:03:00,-9.499999999999147,,True,100022.69999999998
32,25894358706989920009,EUR.USD,0.1,long,1.11667,2020-01-03 17:04:00,10794.476666666667,372.22333333333336,1.11639,2020-01-06 00:11:00,-2.8000000000010914,,True,100019.89999999998
33,97223603479846425633,EUR.USD,0.1,short,1.11641,2020-01-06 00:12:00,10791.963333333331,372.1366666666666,1.11643,2020-01-06 00:21:00,-0.20000000000317186,,True,100019.7
34,42932836984633748069,EUR.USD,0.1,long,1.11645,2020-01-06 00:22:00,10792.35,372.15,1.11633,2020-01-06 00:35:00,-1.1999999999992497,,True,100018.49999999999
35,22461990992337027190,EUR.USD,0.1,short,1.11633,2020-01-06 00:36:00,10791.19,372.11,1.11605,2020-01-06 01:33:00,2.799999999998704,,True,100021.29999999999
36,83485480040612808691,EUR.USD,0.1,long,1.11605,2020-01-06 01:34:00,10788.483333333334,372.01666666666665,1.11599,2020-01-06 01:45:00,-0.6000000000005912,,True,100020.69999999998
37,74365442091656808021,EUR.USD,0.1,short,1.11596,2020-01-06 01:46:00,10787.613333333335,371.9866666666667,1.11608,2020-01-06 01:52:00,-1.1999999999979991,,True,100019.5
38,97094949901217615388,EUR.USD,0.1,long,1.11607,2020-01-06 01:53:00,10788.676666666666,372.0233333333333,1.11645,2020-01-06 03:13:00,3.8000000000004093,,True,100023.3
39,66328693320935373454,EUR.USD,0.1,short,1.11639,2020-01-06 03:14:00,10791.77,372.13,1.11691,2020-01-06 03:23:00,-5.199999999999932,,True,100018.1
40,80510553781056109289,EUR.USD,0.1,long,1.11697,2020-01-06 03:24:00,10797.376666666667,372.3233333333334,1.11769,2020-01-06 04:23:00,7.200000000001069,,True,100025.29999999999
41,77393460232857165251,EUR.USD,0.1,short,1.11767,2020-01-06 04:24:00,10804.143333333332,372.5566666666666,1.118,2020-01-06 04:34:00,-3.3000000000035925,,True,100021.99999999999
42,78483165018498503118,EUR.USD,0.1,long,1.11819,2020-01-06 04:35:00,10809.17,372.72999999999996,1.11974,2020-01-06 05:39:00,15.499999999999602,,True,100037.49999999999
43,82401417012932238457,EUR.USD,0.1,short,1.11977,2020-01-06 05:40:00,10824.443333333333,373.2566666666666,1.11953,2020-01-06 05:44:00,2.400000000000034,,True,100039.89999999998
44,49651061005481130442,EUR.USD,0.1,long,1.1196,2020-01-06 05:45:00,10822.8,373.2,1.1202,2020-01-06 06:27:00,6.000000000000739,,True,100045.89999999998
45,38509129517944776934,EUR.USD,0.1,short,1.12026,2020-01-06 06:28:00,10829.18,373.42,1.12033,2020-01-06 06:33:00,-0.7000000000007844,,True,100045.19999999998
46,49575220283191764627,EUR.USD,0.1,long,1.12051,2020-01-06 06:34:00,10831.596666666665,373.5033333333333,1.12027,2020-01-06 06:48:00,-2.3999999999970782,,True,100042.79999999999
47,84162511654196482952,EUR.USD,0.1,short,1.12028,2020-01-06 06:49:00,10829.373333333333,373.4266666666666,1.12046,2020-01-06 06:55:00,-1.8000000000007503,,True,100040.99999999999
48,8313128856902855823,EUR.USD,0.1,long,1.12036,2020-01-06 06:56:00,10830.146666666667,373.4533333333333,1.12007,2020-01-06 07:06:00,-2.900000000001853,,True,100038.09999999998
49,22310073349535552960,EUR.USD,0.1,short,1.11992,2020-01-06 07:07:00,10825.893333333333,373.3066666666667,1.11959,2020-01-06 07:39:00,3.299999999998647,,True,100041.39999999998
50,51335486301080712592,EUR.USD,0.1,short,1.11964,2020-01-06 07:40:00,10823.186666666666,373.2133333333333,1.11986,2020-01-06 07:50:00,-2.200000000002376,,True,100039.19999999997
51,62462748511186152692,EUR.USD,0.1,long,1.11986,2020-01-06 07:51:00,10825.313333333334,373.2866666666667,1.11962,2020-01-06 08:13:00,-2.3999999999994657,,True,100036.79999999997
52,1935188818331159667,EUR.USD,0.1,short,1.11935,2020-01-06 08:14:00,10820.383333333333,373.1166666666667,1.11969,2020-01-06 08:34:00,-3.400000000001569,,True,100033.39999999997
53,68617966449705000831,EUR.USD,0.1,long,1.11973,2020-01-06 08:35:00,10824.056666666665,373.2433333333333,1.11999,2020-01-06 09:01:00,2.6000000000026944,,True,100035.99999999997
54,42687573597899585655,EUR.USD,0.1,long,1.11991,2020-01-06 09:02:00,10825.796666666667,373.30333333333334,1.11973,2020-01-06 09:05:00,-1.8000000000011482,,True,100034.19999999997
55,53903669612134643822,EUR.USD,0.1,short,1.11961,2020-01-06 09:06:00,10822.896666666667,373.2033333333333,1.11846,2020-01-06 10:12:00,11.500000000000398,,True,100045.69999999997
56,55559958196832032891,EUR.USD,0.1,long,1.11853,2020-01-06 10:13:00,10812.456666666667,372.84333333333336,1.1185,2020-01-06 10:19:00,-0.3000000000002956,,True,100045.39999999997
57,43173139066678375906,EUR.USD,0.1,short,1.11844,2020-01-06 10:20:00,10811.586666666668,372.8133333333334,1.11896,2020-01-06 10:33:00,-5.199999999999022,,True,100040.19999999997
58,51309966983691556324,EUR.USD,0.1,long,1.11882,2020-01-06 10:34:00,10815.259999999998,372.93999999999994,1.11844,2020-01-06 10:45:00,-3.799999999996885,,True,100036.39999999995
59,87301148121044426347,EUR.USD,0.1,short,1.11856,2020-01-06 10:46:00,10812.746666666668,372.85333333333335,1.11886,2020-01-06 10:59:00,-2.999999999999204,,True,100033.39999999995
60,90722202026044775596,EUR.USD,0.1,long,1.11888,2020-01-06 11:00:00,10815.84,372.96000000000004,1.11829,2020-01-06 11:11:00,-5.899999999998727,,True,100027.49999999996
61,52631345304381087133,EUR.USD,0.1,short,1.11836,2020-01-06 11:12:00,10810.813333333334,372.7866666666667,1.11851,2020-01-06 11:28:00,-1.4999999999983515,,True,100025.99999999994
62,77081096804112173725,EUR.USD,0.1,long,1.11858,2020-01-06 11:29:00,10812.939999999999,372.85999999999996,1.11866,2020-01-06 11:58:00,0.8000000000017167,,True,100026.79999999994
63,17414169293158347633,EUR.USD,0.1,short,1.11872,2020-01-06 11:59:00,10814.293333333333,372.90666666666664,1.11852,2020-01-06 12:02:00,1.9999999999989768,,True,100028.79999999994
64,603129081137898154,EUR.USD,0.1,short,1.11872,2020-01-06 12:03:00,10814.293333333333,372.90666666666664,1.11896,2020-01-06 12:07:00,-2.4000000000006594,,True,100026.39999999995
65,52145363413623531964,EUR.USD,0.1,long,1.11902,2020-01-06 12:08:00,10817.193333333333,373.0066666666666,1.11925,2020-01-06 12:36:00,2.3000000000025125,,True,100028.69999999995
66,75076079833867461683,EUR.USD,0.1,short,1.1192,2020-01-06 12:37:00,10818.933333333332,373.06666666666666,1.11947,2020-01-06 13:00:00,-2.7000000000015802,,True,100025.99999999996
67,47898298419633579303,EUR.USD,0.1,long,1.11957,2020-01-06 13:01:00,10822.509999999998,373.18999999999994,1.11929,2020-01-06 13:56:00,-2.799999999998704,,True,100023.19999999995
68,5749291122124704825,EUR.USD,0.1,short,1.11929,2020-01-06 13:57:00,10819.803333333333,373.09666666666664,1.11912,2020-01-06 14:59:00,1.7000000000010118,,True,100024.89999999995
69,75432916931722620290,EUR.USD,0.1,long,1.1191,2020-01-06 15:00:00,10817.966666666667,373.03333333333336,1.11909,2020-01-06 15:18:00,-0.10000000000087539,,True,100024.79999999994
70,19774414651490586494,EUR.USD,0.1,long,1.1191,2020-01-06 15:19:00,10817.966666666667,373.03333333333336,1.11899,2020-01-06 15:33:00,-1.1000000000008754,,True,100023.69999999994
71,99889547332326468295,EUR.USD,0.1,short,1.11907,2020-01-06 15:34:00,10817.676666666668,373.02333333333337,1.11926,2020-01-06 15:53:00,-1.8999999999988972,,True,100021.79999999994
72,19400658826495267971,EUR.USD,0.1,long,1.11925,2020-01-06 15:54:00,10819.416666666666,373.0833333333333,1.11951,2020-01-06 17:04:00,2.600000000000989,,True,100024.39999999995
73,48853143960122341497,EUR.USD,0.1,short,1.11951,2020-01-06 17:05:00,10821.93,373.17,1.1196,2020-01-06 17:23:00,-0.899999999999693,,True,100023.49999999996
74,6956149050525663462,EUR.USD,0.1,long,1.1196,2020-01-06 17:24:00,10822.8,373.2,1.11955,2020-01-06 17:33:00,-0.49999999999744205,,True,100022.99999999996
75,10144379806613491705,EUR.USD,0.1,short,1.11955,2020-01-06 17:34:00,10822.316666666668,373.18333333333334,1.11955,2020-01-06 17:57:00,-9.663381206337363e-13,,True,100022.99999999996
76,18752567982712760336,EUR.USD,0.1,long,1.11955,2020-01-06 17:58:00,10822.316666666668,373.18333333333334,1.11951,2020-01-06 18:18:00,-0.40000000000048885,,True,100022.59999999996
77,60575326390004264061,EUR.USD,0.1,short,1.11955,2020-01-06 18:19:00,10822.316666666668,373.18333333333334,1.11954,2020-01-06 18:53:00,0.10000000000121645,,True,100022.69999999995
78,31514976909704258002,EUR.USD,0.1,long,1.11953,2020-01-06 18:54:00,10822.123333333333,373.1766666666666,1.11948,2020-01-06 19:06:00,-0.49999999999852207,,True,100022.19999999995
79,89143054182838635919,EUR.USD,0.1,short,1.11947,2020-01-06 19:07:00,10821.543333333333,373.15666666666664,1.11943,2020-01-06 19:22:00,0.400000000000432,,True,100022.59999999995
80,29219266281998481573,EUR.USD,0.1,long,1.11942,2020-01-06 19:23:00,10821.060000000001,373.14000000000004,1.11947,2020-01-06 19:24:00,0.4999999999993747,,True,100023.09999999996
81,2595719505286627499,EUR.USD,0.1,short,1.11948,2020-01-06 19:25:00,10821.640000000001,373.16,1.11918,2020-01-06 20:11:00,3.0000000000001705,,True,100026.09999999996
82,65187359561386744597,EUR.USD,0.1,long,1.11919,2020-01-06 20:12:00,10818.836666666666,373.06333333333333,1.11941,2020-01-06 20:51:00,2.200000000000898,,True,100028.29999999996
83,24445686238890451505,EUR.USD,0.1,short,1.11944,2020-01-06 20:52:00,10821.253333333332,373.14666666666665,1.11918,2020-01-06 22:07:00,2.599999999997749,,True,100030.89999999995
84,19083201776063217474,EUR.USD,0.1,long,1.11919,2020-01-06 22:08:00,10818.836666666666,373.06333333333333,1.11928,2020-01-06 22:47:00,0.9000000000016257,,True,100031.79999999996
85,82602665669741923527,EUR.USD,0.1,short,1.11931,2020-01-06 22:48:00,10819.996666666668,373.10333333333335,1.11932,2020-01-06 23:21:00,-0.10000000000138698,,True,100031.69999999994
86,67706695077574025743,EUR.USD,0.1,long,1.11932,2020-01-06 23:22:00,10820.093333333334,373.1066666666667,1.1192,2020-01-06 23:39:00,-1.2000000000008413,,True,100030.49999999994
87,72569130892215308471,EUR.USD,0.1,short,1.1192,2020-01-06 23:40:00,10818.933333333332,373.06666666666666,1.11929,2020-01-06 23:52:00,-0.9000000000004889,,True,100029.59999999993
88,67399037526158333006,EUR.USD,0.1,long,1.11929,2020-01-06 23:53:00,10819.803333333333,373.09666666666664,1.11904,2020-01-07 00:01:00,-2.500000000000284,,True,100027.09999999993
89,14752565758645707256,EUR.USD,0.1,short,1.11908,2020-01-07 00:02:00,10817.773333333334,373.0266666666667,1.11915,2020-01-07 00:17:00,-0.7000000000006708,,True,100026.39999999994
90,77634324787322323950,EUR.USD,0.1,long,1.11915,2020-01-07 00:18:00,10818.45,373.05,1.11908,2020-01-07 00:23:00,-0.6999999999996476,,True,100025.69999999992
91,24536574868914962456,EUR.USD,0.1,short,1.11909,2020-01-07 00:24:00,10817.869999999999,373.03,1.11915,2020-01-07 00:42:00,-0.6000000000028649,,True,100025.09999999992
92,75248482271344060829,EUR.USD,0.1,long,1.11914,2020-01-07 00:43:00,10818.353333333333,373.0466666666667,1.11897,2020-01-07 00:47:00,-1.6999999999985107,,True,100023.39999999992
93,19790048290532313652,EUR.USD,0.1,short,1.11899,2020-01-07 00:48:00,10816.903333333334,372.99666666666667,1.11867,2020-01-07 01:15:00,3.1999999999995907,,True,100026.59999999992
94,90995001616005783227,EUR.USD,0.1,long,1.11857,2020-01-07 01:16:00,10812.843333333334,372.8566666666667,1.11833,2020-01-07 01:22:00,-2.39999999999975,,True,100024.19999999992
95,52016994844066668187,EUR.USD,0.1,short,1.11837,2020-01-07 01:23:00,10810.91,372.79,1.11876,2020-01-07 01:36:00,-3.900000000000489,,True,100020.29999999992
96,59790994484303734777,EUR.USD,0.1,long,1.11875,2020-01-07 01:37:00,10814.583333333334,372.9166666666667,1.11831,2020-01-07 01:58:00,-4.4000000000002615,,True,100015.89999999992
97,72473094206155439587,EUR.USD,0.1,short,1.11816,2020-01-07 01:59:00,10808.880000000001,372.72,1.11828,2020-01-07 02:20:00,-1.1999999999982265,,True,100014.69999999991
98,24811670769868661353,EUR.USD,0.1,long,1.11841,2020-01-07 02:21:00,10811.296666666665,372.8033333333333,1.11768,2020-01-07 02:33:00,-7.299999999997453,,True,100007.3999999999
99,65274102579867085565,EUR.USD,0.1,short,1.11759,2020-01-07 02:34:00,10803.37,372.53000000000003,1.11753,2020-01-07 03:17:00,0.6000000000015575,,True,100007.99999999993
100,87209778644512583570,EUR.USD,0.1,long,1.11755,2020-01-07 03:18:00,10802.983333333334,372.51666666666665,1.11744,2020-01-07 03:19:00,-1.0999999999987722,,True,100006.89999999992
101,33623123958807178976,EUR.USD,0.1,short,1.11764,2020-01-07 03:20:00,10803.853333333333,372.5466666666667,1.11784,2020-01-07 03:24:00,-2.000000000000398,,True,100004.89999999994
102,38968240859685028841,EUR.USD,0.1,long,1.1178,2020-01-07 03:25:00,10805.399999999998,372.59999999999997,1.1187,2020-01-07 04:01:00,9.000000000004036,,True,100013.89999999994
103,80436263741912414953,EUR.USD,0.1,short,1.11867,2020-01-07 04:02:00,10813.810000000001,372.89000000000004,1.11874,2020-01-07 04:05:00,-0.7000000000001023,,True,100013.19999999994
104,68492814511040516035,EUR.USD,0.1,long,1.11859,2020-01-07 04:06:00,10813.036666666667,372.86333333333334,1.11846,2020-01-07 04:16:00,-1.2999999999998408,,True,100011.89999999994
105,33243305094024218094,EUR.USD,0.1,short,1.11839,2020-01-07 04:17:00,10811.103333333333,372.7966666666667,1.11821,2020-01-07 04:45:00,1.7999999999988745,,True,100013.69999999995
106,98001623702072372597,EUR.USD,0.1,long,1.11811,2020-01-07 04:46:00,10808.396666666666,372.70333333333326,1.11826,2020-01-07 04:49:00,1.500000000001478,,True,100015.19999999995
107,75263285896981266173,EUR.USD,0.1,short,1.11821,2020-01-07 04:50:00,10809.363333333333,372.7366666666666,1.11841,2020-01-07 04:58:00,-2.0000000000009663,,True,100013.19999999995
108,54713280026681397904,EUR.USD,0.1,long,1.11845,2020-01-07 04:59:00,10811.683333333332,372.81666666666666,1.1182,2020-01-07 05:10:00,-2.4999999999973284,,True,100010.69999999995
109,35042687242165120546,EUR.USD,0.1,short,1.1182,2020-01-07 05:11:00,10809.266666666666,372.73333333333335,1.11795,2020-01-07 05:18:00,2.4999999999997726,,True,100013.19999999995
110,54213507155434899041,EUR.USD,0.1,long,1.11751,2020-01-07 05:19:00,10802.596666666666,372.50333333333333,1.11772,2020-01-07 05:20:00,2.100000000001046,,True,100015.29999999996
111,99371516310502983641,EUR.USD,0.1,short,1.11776,2020-01-07 05:21:00,10805.013333333334,372.5866666666667,1.11744,2020-01-07 05:46:00,3.199999999999477,,True,100018.49999999996
112,4221970692798974810,EUR.USD,0.1,long,1.11747,2020-01-07 05:47:00,10802.21,372.48999999999995,1.11734,2020-01-07 06:13:00,-1.299999999999443,,True,100017.19999999995
113,73332568416513340358,EUR.USD,0.1,short,1.11744,2020-01-07 06:14:00,10801.92,372.47999999999996,1.11772,2020-01-07 06:21:00,-2.8000000000006935,,True,100014.39999999995
114,632924286892966744,EUR.USD,0.1,long,1.11742,2020-01-07 06:22:00,10801.726666666667,372.47333333333336,1.11813,2020-01-07 07:01:00,7.100000000000364,,True,100021.49999999996
115,69068768445217902510,EUR.USD,0.1,short,1.11817,2020-01-07 07:02:00,10808.976666666667,372.72333333333336,1.11808,2020-01-07 07:06:00,0.8999999999996362,,True,100022.39999999995
116,68177577310901501078,EUR.USD,0.1,long,1.11786,2020-01-07 07:07:00,10805.98,372.62,1.11803,2020-01-07 07:09:00,1.7000000000015234,,True,100024.09999999996
117,86438401780437126783,EUR.USD,0.1,short,1.11801,2020-01-07 07:10:00,10807.43,372.67,1.11787,2020-01-07 07:34:00,1.4000000000013983,,True,100025.49999999997
118,95097228889569805769,EUR.USD,0.1,long,1.11797,2020-01-07 07:35:00,10807.043333333333,372.65666666666664,1.11796,2020-01-07 07:38:00,-0.09999999999934062,,True,100025.39999999998
119,45292191748631648835,EUR.USD,0.1,long,1.1178,2020-01-07 07:39:00,10805.399999999998,372.59999999999997,1.11777,2020-01-07 07:41:00,-0.2999999999970555,,True,100025.09999999999
120,53198137548485955315,EUR.USD,0.1,short,1.11796,2020-01-07 07:42:00,10806.946666666667,372.65333333333336,1.11746,2020-01-07 08:28:00,4.999999999999716,,True,100030.09999999999
121,45434558459832803405,EUR.USD,0.1,long,1.11737,2020-01-07 08:29:00,10801.243333333332,372.45666666666665,1.11697,2020-01-07 08:35:00,-3.999999999997897,,True,100026.09999999999
122,37405863728325203122,EUR.USD,0.1,short,1.11684,2020-01-07 08:36:00,10796.12,372.28000000000003,1.11617,2020-01-07 09:21:00,6.699999999998283,,True,100032.79999999999
123,64066859186411786108,EUR.USD,0.1,long,1.11617,2020-01-07 09:22:00,10789.643333333333,372.0566666666667,1.11572,2020-01-07 09:32:00,-4.499999999999375,,True,100028.29999999999
124,2220171777930596846,EUR.USD,0.1,short,1.11577,2020-01-07 09:33:00,10785.776666666665,371.9233333333333,1.11417,2020-01-07 10:59:00,15.999999999997385,,True,100044.29999999999
125,98953217122681801183,EUR.USD,0.1,long,1.11422,2020-01-07 11:00:00,10770.793333333335,371.4066666666667,1.11373,2020-01-07 11:18:00,-4.900000000000489,,True,100039.39999999998
126,24214248295488074920,EUR.USD,0.1,short,1.11362,2020-01-07 11:19:00,10764.993333333334,371.2066666666667,1.1138,2020-01-07 11:38:00,-1.7999999999994998,,True,100037.59999999998
127,27449878751063879070,EUR.USD,0.1,long,1.11366,2020-01-07 11:39:00,10765.380000000001,371.22,1.11382,2020-01-07 11:48:00,1.5999999999996817,,True,100039.19999999998
128,37596122305604415059,EUR.USD,0.1,short,1.11381,2020-01-07 11:49:00,10766.83,371.27000000000004,1.11375,2020-01-07 11:52:00,0.5999999999999659,,True,100039.79999999999
129,2346005703195886889,EUR.USD,0.1,long,1.11357,2020-01-07 11:53:00,10764.509999999998,371.18999999999994,1.11443,2020-01-07 12:57:00,8.600000000002751,,True,100048.39999999998
130,45840307597211298015,EUR.USD,0.1,short,1.11417,2020-01-07 12:58:00,10770.310000000001,371.39000000000004,1.11455,2020-01-07 13:18:00,-3.799999999998647,,True,100044.59999999998
131,98685396135509692081,EUR.USD,0.1,long,1.11454,2020-01-07 13:19:00,10773.886666666667,371.5133333333334,1.11448,2020-01-07 13:42:00,-0.6000000000013301,,True,100043.99999999997
132,16139850965496688103,EUR.USD,0.1,short,1.11448,2020-01-07 13:43:00,10773.306666666665,371.4933333333333,1.11428,2020-01-07 14:26:00,1.9999999999994884,,True,100045.99999999997
133,10183450342527109962,EUR.USD,0.1,long,1.11428,2020-01-07 14:27:00,10771.373333333333,371.4266666666666,1.1143,2020-01-07 14:41:00,0.20000000000220552,,True,100046.19999999997
134,92176417600991570277,EUR.USD,0.1,short,1.11429,2020-01-07 14:42:00,10771.47,371.43,1.11435,2020-01-07 14:50:00,-0.600000000000648,,True,100045.59999999996
135,30521393262387409662,EUR.USD,0.1,long,1.11436,2020-01-07 14:51:00,10772.146666666667,371.4533333333333,1.11456,2020-01-07 15:28:00,1.999999999999602,,True,100047.59999999998
136,78080106888394781847,EUR.USD,0.1,short,1.11464,2020-01-07 15:29:00,10774.853333333334,371.54666666666674,1.11443,2020-01-07 16:03:00,2.1000000000000227,,True,100049.69999999998
137,36448122570768899023,EUR.USD,0.1,long,1.11444,2020-01-07 16:04:00,10772.920000000002,371.4800000000001,1.11478,2020-01-07 16:50:00,3.4000000000009436,,True,100053.09999999998
138,92007022947274486497,EUR.USD,0.1,short,1.11478,2020-01-07 16:51:00,10776.206666666667,371.59333333333336,1.11502,2020-01-07 16:56:00,-2.399999999998613,,True,100050.7
139,73562491724503086727,EUR.USD,0.1,long,1.11506,2020-01-07 16:57:00,10778.913333333332,371.6866666666666,1.115,2020-01-07 17:15:00,-0.5999999999986585,,True,100050.09999999998
140,70098945057691175436,EUR.USD,0.1,short,1.11515,2020-01-07 17:16:00,10779.783333333333,371.71666666666664,1.11452,2020-01-07 17:55:00,6.30000000000058,,True,100056.4
141,65799831267113031887,EUR.USD,0.1,long,1.11459,2020-01-07 17:56:00,10774.369999999999,371.53,1.11477,2020-01-07 17:59:00,1.8000000000017735,,True,100058.2
142,51466457082767036620,EUR.USD,0.1,short,1.11498,2020-01-07 18:00:00,10778.140000000001,371.66,1.11494,2020-01-07 18:06:00,0.39999999999980673,,True,100058.59999999999
143,17816249334026513656,EUR.USD,0.1,long,1.11498,2020-01-07 18:07:00,10778.140000000001,371.66,1.1149,2020-01-07 18:43:00,-0.8000000000012619,,True,100057.79999999999
144,6296318451455999475,EUR.USD,0.1,short,1.11494,2020-01-07 18:44:00,10777.753333333332,371.64666666666665,1.11533,2020-01-07 19:00:00,-3.900000000000432,,True,100053.9
145,76815124337918328193,EUR.USD,0.1,long,1.11542,2020-01-07 19:01:00,10782.393333333333,371.8066666666667,1.11605,2020-01-07 19:45:00,6.300000000001717,,True,100060.2
146,66269939207454292701,EUR.USD,0.1,short,1.11602,2020-01-07 19:46:00,10788.193333333335,372.0066666666667,1.1161,2020-01-07 20:12:00,-0.8000000000005798,,True,100059.4
147,73041268790807321455,EUR.USD,0.1,long,1.11603,2020-01-07 20:13:00,10788.29,372.01000000000005,1.11589,2020-01-07 20:22:00,-1.3999999999994657,,True,100058.0
